priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status,fda_application_record_found,fda_label_record_found,clinical_trial_record_found,regulatory_evidence_category,clinical_evidence_level,manual_regulatory_review_required,canonical_smiles_pubchem,isomeric_smiles_pubchem,inchikey_pubchem,molecular_formula_pubchem,pubchem_assay_rows_n,pubchem_active_assay_n,pubchem_inactive_assay_n,pubchem_inconclusive_assay_n,pubchem_interpretable_assay_n,pubchem_active_fraction,cytotoxicity_keyword_assay_n,cytotoxicity_keyword_active_n,active_target_gene_ids,active_target_accessions,pubchem_safety_annotation_found,hazard_statement_codes,severe_hazard_codes,high_concern_hazard_text_flag,pubchem_safety_annotation_text_chars,pains_evaluated,pains_flag,pains_filter_matches,safety_risk_score,safety_evidence_layers_n,safety_data_completeness,hard_safety_flag,translational_nonclinical_flag,safety_screening_recommendation,safety_screening_reasons,chembl_molecule_found,molecule_chembl_id,chembl_pref_name,chembl_molecule_type,chembl_max_phase,chembl_match_score,chembl_activity_record_n,chembl_target_n,chembl_target_ids,chembl_assay_types,chembl_standard_types,chembl_median_pchembl,chembl_max_pchembl,pubchem_target_accession_n,pubchem_target_gene_id_n,pubchem_target_support_note,target_evidence_strength_score,target_support_category,network_target_n,best_network_target,best_network_support_score,best_network_support_category,best_target_linked_resistance_gene_n,best_target_linked_resistance_genes,all_network_targets,integrated_target_network_score
85,2,Tier 2 — Consistent reversal,3,BRD-K60476892,YC-1,-4.049239,-81.12747,-50.677475,3,3,0,-45.284728,-50.677475,-81.12747,-90.0,95,True,False,True,False,True,False,5712,3-(5'-Hydroxymethyl-2'-furyl)-1-benzylindazole,C19H16N2O2,304.3,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO,"InChI=1S/C19H16N2O2/c22-13-15-10-11-18(23-15)19-16-8-4-5-9-17(16)21(20-19)12-14-6-2-1-3-7-14/h1-11,22H,12-13H2",OQQVFCKUDYMWGV-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO,OQQVFCKUDYMWGV-UHFFFAOYSA-N,C19H16N2O2,1472.0,160.0,1050.0,163.0,1210.0,0.1322314049586777,263.0,36.0,10951.0 | 110813108.0 | 1387.0 | 1544.0 | 1559.0 | 1576.0 | 2033.0 | 2034.0 | 2671.0 | 28989.0 | 2977.0 | 2982.0 | 2983.0 | 29994.0 | 3091.0 | 3783750.0 | 4088.0 | 4790.0 | 51053.0 | 54737.0 | 5999.0 | 6401.0 | 6622.0 | 6850.0 | 7468.0 | 856395.0 | 886474.0,2O23_A | 2O23_B | AAG24257 | AAH33210 | AAI07878 | AAL68976 | AAP88778 | ABC94591 | ACA62796 | B45705 | BAA89212 | CAD53472 | CAQ07474 | CDO16358 | CDO16711 | DAA06693 | NP_000441 | NP_000752 | NP_000762 | NP_001120700 | NP_001273728 | NP_005253 | NP_005604 | NP_056979 | NP_059488 | NP_059990 | NP_214877 | O75343 | O96028 | P00784 | P33402 | P37840 | P43405 | Q02108 | Q02153 | Q09472 | Q16665 | Q92793 | Q99814,False,,,False,0,True,False,,5,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,multiple active cytotoxicity/viability assays | elevated PubChem assay promiscuity,True,CHEMBL5838159,,,,5.0,1,1,CHEMBL1892,B,Ki,9.52,9.52,39,27,MULTIPLE_PUBCHEM_BIOASSAY_TARGETS,4,STRONG_TARGET_SUPPORT,1.0,FOLH1,2.0,WEAK_NETWORK_SUPPORT,1.0,EGFR,FOLH1,6.0
102,2,Tier 2 — Consistent reversal,3,BRD-K84895041,BMY-45778,-27.080841,-47.96483,-47.346344,3,3,0,-40.797338,-47.346344,-47.96483,-90.0,112,True,False,True,False,True,False,127861,"(3-(4-(4,5-Diphenyl-2-oxazolyl)-5-oxazolyl)phenoxy)acetic acid",C26H18N2O5,438.4,C1=CC=C(C=C1)C2=C(OC(=N2)C3=C(OC=N3)C4=CC(=CC=C4)OCC(=O)O)C5=CC=CC=C5,C1=CC=C(C=C1)C2=C(OC(=N2)C3=C(OC=N3)C4=CC(=CC=C4)OCC(=O)O)C5=CC=CC=C5,"InChI=1S/C26H18N2O5/c29-21(30)15-31-20-13-7-12-19(14-20)24-23(27-16-32-24)26-28-22(17-8-3-1-4-9-17)25(33-26)18-10-5-2-6-11-18/h1-14,16H,15H2,(H,29,30)",DSRSEEYZGWTODH-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC=C(C=C1)C2=C(OC(=N2)C3=C(OC=N3)C4=CC(=CC=C4)OCC(=O)O)C5=CC=CC=C5,C1=CC=C(C=C1)C2=C(OC(=N2)C3=C(OC=N3)C4=CC(=CC=C4)OCC(=O)O)C5=CC=CC=C5,DSRSEEYZGWTODH-UHFFFAOYSA-N,C26H18N2O5,171.0,14.0,106.0,19.0,120.0,0.1166666666666666,6.0,0.0,1544.0 | 1565.0 | 5739.0 | 7398.0,2O23_A | 2O23_B | 3I06_A | AAH18745 | NP_000097 | NP_000752 | NP_000951 | NP_001020332,False,,,False,0,True,False,,1,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,elevated PubChem assay promiscuity,True,CHEMBL125569,,Small molecule,,5.0,9,6,CHEMBL1293255 | CHEMBL289 | CHEMBL3563 | CHEMBL372 | CHEMBL4159 | CHEMBL4296519,A | F,AC50 | EC50 | IC50 | Potency,5.6,8.27,8,4,MULTIPLE_PUBCHEM_BIOASSAY_TARGETS,4,STRONG_TARGET_SUPPORT,5.0,HPGD,2.0,WEAK_NETWORK_SUPPORT,1.0,PTGES,CYP2D6 | FBXO44 | HPGD | HSD17B10 | MMRN1,6.0
74,2,Tier 2 — Consistent reversal,3,BRD-A77349281,RK-682,-14.212652,-63.022438,-54.574436,3,3,0,-43.936509,-54.574436,-63.022438,-90.0,84,True,False,True,False,True,False,54678922,(5R)-3-Hexadecanoyl-4-hydroxy-5-(hydroxymethyl)furan-2(5H)-one,C21H36O5,368.5,CCCCCCCCCCCCCCCC(=O)C1=C(C(OC1=O)CO)O,CCCCCCCCCCCCCCCC(=O)C1=C([C@H](OC1=O)CO)O,"InChI=1S/C21H36O5/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-17(23)19-20(24)18(16-22)26-21(19)25/h18,22,24H,2-16H2,1H3/t18-/m1/s1",KZTSLHQKWLYYAC-GOSISDBHSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CCCCCCCCCCCCCCCC(=O)C1=C(C(OC1=O)CO)O,CCCCCCCCCCCCCCCC(=O)C1=C([C@H](OC1=O)CO)O,KZTSLHQKWLYYAC-GOSISDBHSA-N,C21H36O5,40.0,23.0,0.0,3.0,23.0,1.0,0.0,0.0,5770.0 | 5771.0,P17706 | P18031 | P30306,False,,,False,0,True,False,,3,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,high PubChem assay promiscuity,True,CHEMBL426373,,Small molecule,,5.0,15,3,CHEMBL2723 | CHEMBL335 | CHEMBL3807,B,IC50,5.35,8.35,3,2,PUBCHEM_BIOASSAY_TARGET_PRESENT,3,STRONG_TARGET_SUPPORT,2.0,PTPN1,3.0,MODERATE_NETWORK_SUPPORT,1.0,EGFR,PTPN1 | PTPN2,6.0
22,2,Tier 2 — Consistent reversal,3,BRD-K52662033,lidocaine,-18.033361,-84.46893,-85.993546,3,3,0,-62.831946,-84.46893,-85.993546,-90.0,32,True,False,True,False,True,False,3676,Lidocaine,C14H22N2O,234.34,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)",NNJVILVZKWQKPM-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,NNJVILVZKWQKPM-UHFFFAOYSA-N,C14H22N2O,,,,,,,,,,,True,H302 | H317 | H362 | H370 | H372,H370 | H372,True,47210,True,False,,4,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,"specific-organ-toxicity GHS annotation H370,H372",True,CHEMBL79,LIDOCAINE,Small molecule,4.0,195.0,8,5,CHEMBL2026 | CHEMBL2072 | CHEMBL340 | CHEMBL3577 | CHEMBL3879801,A | B | F,EC50 | IC50 | Potency,6.25,7.77,0,0,,2,MODERATE_TARGET_SUPPORT,3.0,ALDH1A1,4.0,MODERATE_NETWORK_SUPPORT,3.0,CD44 | RBP1 | RDH10,ALDH1A1 | CYP3A4 | SCN4A,6.0
5,1,Tier 1 — Strong consensus,4,BRD-K45252063,clofibrate,0.0,-95.06695,-93.31658,3,2,2,-62.79451,-93.31658,-95.06695,-90.0,5,False,False,True,True,True,True,2796,Clofibrate,C12H15ClO3,242.7,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,"InChI=1S/C12H15ClO3/c1-4-15-11(14)12(2,3)16-10-7-5-9(13)6-8-10/h5-8H,4H2,1-3H3",KNHUKKLJHYUCFP-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,True,False,True,FDA_APPLICATION_RECORD_FOUND,MODERATE_REGULATORY_EVIDENCE,True,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,KNHUKKLJHYUCFP-UHFFFAOYSA-N,C12H15ClO3,,,,,,,,,,,True,H302 | H315 | H318 | H335,,False,15639,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL565,CLOFIBRATE,Small molecule,4.0,195.0,13,6,CHEMBL1963 | CHEMBL2026 | CHEMBL276 | CHEMBL340 | CHEMBL5738 | CHEMBL612545,A | B | F,Kd | Ki | Potency,5.16,8.3,0,0,,2,MODERATE_TARGET_SUPPORT,2.0,CYP3A4,3.0,MODERATE_NETWORK_SUPPORT,1.0,HSD17B8,CYP3A4 | TSHR,5.0
6,1,Tier 1 — Strong consensus,4,BRD-K19416115,sitagliptin,0.0,-95.04602,-92.97872,3,2,2,-62.674913,-92.97872,-95.04602,-90.0,6,False,False,True,True,True,True,4369359,Sitagliptin,C16H15F6N5O,407.31,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,"InChI=1S/C16H15F6N5O/c17-10-6-12(19)11(18)4-8(10)3-9(23)5-14(28)26-1-2-27-13(7-26)24-25-15(27)16(20,21)22/h4,6,9H,1-3,5,7,23H2/t9-/m1/s1",MFFMDFFZMYYVKS-SECBINFHSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,MFFMDFFZMYYVKS-SECBINFHSA-N,C16H15F6N5O,,,,,,,,,,,True,H302 | H318 | H373,,False,25350,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL1422,SITAGLIPTIN,Small molecule,4.0,195.0,75,7,CHEMBL224 | CHEMBL284 | CHEMBL3883 | CHEMBL4653 | CHEMBL4657 | CHEMBL4683 | CHEMBL4793,B,AC50 | IC50 | Kd | Ki,7.75,9.06,0,0,,2,MODERATE_TARGET_SUPPORT,5.0,DPP4,3.0,MODERATE_NETWORK_SUPPORT,1.0,ADA,DPP4 | DPP8 | DPP9 | FAP | HTR2A,5.0
61,2,Tier 2 — Consistent reversal,3,BRD-K11107424,tiotidine,-3.488372,-58.090363,-64.5474,3,3,0,-42.042045,-58.090363,-64.5474,-90.0,71,True,False,True,False,True,False,50287,Tiotidine,C10H16N8S2,312.4,CN=C(NCCSCC1=CSC(=N1)N=C(N)N)NC#N,CN=C(NCCSCC1=CSC(=N1)N=C(N)N)NC#N,"InChI=1S/C10H16N8S2/c1-14-9(16-6-11)15-2-3-19-4-7-5-20-10(17-7)18-8(12)13/h5H,2-4H2,1H3,(H2,14,15,16)(H4,12,13,17,18)",YDDXVAXDYKBWDX-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CN=C(NCCSCC1=CSC(=N1)N=C(N)N)NC#N,CN=C(NCCSCC1=CSC(=N1)N=C(N)N)NC#N,YDDXVAXDYKBWDX-UHFFFAOYSA-N,C10H16N8S2,732.0,21.0,627.0,26.0,648.0,0.0324074074074074,81.0,0.0,100729734.0 | 1551.0 | 1565.0 | 1576.0 | 1813.0 | 3274.0,AAH21195 | ABI96208 | ANW61984 | NP_000097 | NP_000756 | NP_001020332 | NP_001124527 | NP_037097 | NP_059488 | P25021 | P47747,False,,,False,0,True,False,,0,3,GOOD,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL269646,TIOTIDINE,Small molecule,2.0,195.0,7,4,CHEMBL1293238 | CHEMBL1941 | CHEMBL2882 | CHEMBL289,A | B | F,AC50 | IC50 | Ki | Potency,7.5,8.25,11,6,MULTIPLE_PUBCHEM_BIOASSAY_TARGETS,4,STRONG_TARGET_SUPPORT,2.0,HRH2,0.0,NO_NETWORK_SUPPORT,0.0,,CYP2D6 | HRH2,4.0
66,2,Tier 2 — Consistent reversal,3,BRD-K08109516,L-701324,-11.283772,-60.337547,-56.637703,3,3,0,-42.753007,-56.637703,-60.337547,-90.0,76,True,False,True,False,True,False,54682505,7-Chloro-4-hydroxy-3-(3-phenoxyphenyl)-2(1H)-quinolinone,C21H14ClNO3,363.8,C1=CC=C(C=C1)OC2=CC=CC(=C2)C3=C(C4=C(C=C(C=C4)Cl)NC3=O)O,C1=CC=C(C=C1)OC2=CC=CC(=C2)C3=C(C4=C(C=C(C=C4)Cl)NC3=O)O,"InChI=1S/C21H14ClNO3/c22-14-9-10-17-18(12-14)23-21(25)19(20(17)24)13-5-4-8-16(11-13)26-15-6-2-1-3-7-15/h1-12H,(H2,23,24,25)",FLVRDMUHUXVRET-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC=C(C=C1)OC2=CC=CC(=C2)C3=C(C4=C(C=C(C=C4)Cl)NC3=O)O,C1=CC=C(C=C1)OC2=CC=CC(=C2)C3=C(C4=C(C=C(C=C4)Cl)NC3=O)O,FLVRDMUHUXVRET-UHFFFAOYSA-N,C21H14ClNO3,740.0,66.0,611.0,22.0,677.0,0.0974889217134416,13.0,0.0,1544.0 | 1565.0 | 170796.0 | 191573.0 | 24408.0 | 24409.0 | 24410.0 | 24411.0 | 24412.0 | 2902.0 | 2903.0 | 2904.0 | 2905.0 | 5049.0,2O23_A | 2O23_B | 3I06_A | NP_000097 | NP_000752 | NP_000825 | NP_000826 | NP_001020332 | NP_001127880 | NP_001171675 | NP_058706 | P35439 | Q00959 | Q00960 | Q00961 | Q62645 | Q8VHN2 | Q9R1M7,True,H315 | H319 | H335,,False,6664,True,False,,1,4,GOOD,False,False,CAUTION_MANUAL_REVIEW,elevated PubChem assay promiscuity,True,CHEMBL31741,,Small molecule,,5.0,16,7,CHEMBL1907608 | CHEMBL2096666 | CHEMBL289 | CHEMBL330 | CHEMBL3356 | CHEMBL3563 | CHEMBL376,A | B | F,AC50 | IC50 | Ki | Potency,8.29,9.0,18,14,MULTIPLE_PUBCHEM_BIOASSAY_TARGETS,4,STRONG_TARGET_SUPPORT,2.0,CYP2D6,0.0,NO_NETWORK_SUPPORT,0.0,,CYP1A2 | CYP2D6,4.0
69,2,Tier 2 — Consistent reversal,3,BRD-K35629949,SR-27897,-16.35113,-55.846756,-72.5287,3,3,0,-48.242195,-55.846756,-72.5287,-90.0,79,True,False,True,False,True,False,122077,Lintitript,C20H14ClN3O3S,411.9,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,"InChI=1S/C20H14ClN3O3S/c21-14-7-3-2-6-13(14)15-11-28-20(22-15)23-19(27)17-9-12-5-1-4-8-16(12)24(17)10-18(25)26/h1-9,11H,10H2,(H,25,26)(H,22,23,27)",ILNRQFBVVQUOLP-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,ILNRQFBVVQUOLP-UHFFFAOYSA-N,C20H14ClN3O3S,647.0,41.0,447.0,100.0,488.0,0.0840163934426229,78.0,1.0,116160065.0 | 1551.0 | 1813.0 | 24831.0 | 24889.0 | 2798.0 | 3725.0 | 4780.0 | 5468.0 | 7201.0 | 7398.0 | 7421.0 | 8856.0 | 886.0,AAA29795 | AAH11558 | AAH18745 | AAH21195 | AAI13547 | ADZ17384 | BAH02283 | EAW91923 | EAX06628 | NP_000721 | NP_000756 | NP_001017535 | NP_001257783 | NP_006155 | NP_036820 | P32238,False,,,False,0,True,False,,2,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,active cytotoxicity/viability assay signal | elevated PubChem assay promiscuity,True,CHEMBL249973,LINTITRIPT,Small molecule,2.0,95.0,1,1,CHEMBL1901,B,IC50,9.25,9.25,16,14,MULTIPLE_PUBCHEM_BIOASSAY_TARGETS,4,STRONG_TARGET_SUPPORT,1.0,CCKAR,0.0,NO_NETWORK_SUPPORT,0.0,,CCKAR,4.0
93,2,Tier 2 — Consistent reversal,3,BRD-K95885906,quercetagetin,-17.259623,-51.11901,-48.827953,3,3,0,-39.068862,-48.827953,-51.11901,-90.0,103,True,False,True,False,True,False,5281680,Quercetagetin,C15H10O8,318.23,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O,"InChI=1S/C15H10O8/c16-6-2-1-5(3-7(6)17)15-14(22)13(21)10-9(23-15)4-8(18)11(19)12(10)20/h1-4,16-20,22H",ZVOLCUVKHLEPEV-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O,ZVOLCUVKHLEPEV-UHFFFAOYSA-N,C15H10O8,68.0,25.0,8.0,1.0,33.0,0.7575757575757576,0.0,0.0,11040.0 | 26419.0 | 281510.0 | 5292.0 | 9212.0,3V3V_A | P0DTD1 | P11309 | P17599 | Q7ZJM1 | Q91Y86 | Q96GD4 | Q9P1W9,False,,,False,0,True,True,catechol_A(92),4,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,high PubChem assay promiscuity | PAINS structural alert (assay-interference risk),True,CHEMBL413552,QUERCETAGETIN,Small molecule,,105.0,18,6,CHEMBL1795174 | CHEMBL2147 | CHEMBL3471 | CHEMBL3817719 | CHEMBL4523582 | CHEMBL612545,B,IC50 | Ki,6.265,7.0,8,5,MULTIPLE_PUBCHEM_BIOASSAY_TARGETS,4,STRONG_TARGET_SUPPORT,1.0,PIM1,0.0,NO_NETWORK_SUPPORT,0.0,,PIM1,4.0
33,2,Tier 2 — Consistent reversal,3,BRD-K22009844,phenprobamate,-1.585624,-70.626915,-74.363754,3,3,0,-48.858764,-70.626915,-74.363754,-90.0,43,True,False,True,False,True,False,4770,Phenprobamate,C10H13NO2,179.22,C1=CC=C(C=C1)CCCOC(=O)N,C1=CC=C(C=C1)CCCOC(=O)N,"InChI=1S/C10H13NO2/c11-10(12)13-8-4-7-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H2,11,12)",CAMYKONBWHRPDD-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC=C(C=C1)CCCOC(=O)N,C1=CC=C(C=C1)CCCOC(=O)N,CAMYKONBWHRPDD-UHFFFAOYSA-N,C10H13NO2,1038.0,8.0,994.0,13.0,1002.0,0.0079840319361277,87.0,0.0,1544.0 | 5335.0,AAI07878 | AAI36467 | EAW99313,True,,,False,3153,True,False,,0,4,GOOD,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL1079576,PHENPROBAMATE,Small molecule,2.0,195.0,1,1,CHEMBL1293235,F,Potency,7.1,7.1,3,2,PUBCHEM_BIOASSAY_TARGET_PRESENT,3,STRONG_TARGET_SUPPORT,1.0,LMNA,0.0,NO_NETWORK_SUPPORT,0.0,,LMNA,3.0
59,2,Tier 2 — Consistent reversal,3,BRD-K02607075,tubocurarine,-2.713178,-75.77972,-58.916065,3,3,0,-45.802988,-58.916065,-75.77972,-90.0,69,True,False,True,False,True,False,6000,Tubocurarine,C37H41N2O6+,609.7,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC,"InChI=1S/C37H40N2O6/c1-38-14-12-24-19-32(42-4)33-21-27(24)28(38)16-22-6-9-26(10-7-22)44-37-35-25(20-34(43-5)36(37)41)13-15-39(2,3)29(35)17-23-8-11-30(40)31(18-23)45-33/h6-11,18-21,28-29H,12-17H2,1-5H3,(H-,40,41)/p+1/t28-,29+/m0/s1",JFJZZMVDLULRGK-URLMMPGGSA-O,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,True,True,False,FDA_APPLICATION_AND_LABEL_EVIDENCE,HIGH_REGULATORY_EVIDENCE,False,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC,JFJZZMVDLULRGK-URLMMPGGSA-O,C37H41N2O6+,206.0,17.0,143.0,2.0,160.0,0.10625,3.0,0.0,10257.0 | 353174.0 | 3780.0 | 3781.0 | 3782.0 | 5335.0 | 54262.0 | 55244.0,A9XFY4 | AAI36467 | NP_001191016 | NP_002239 | NP_062187 | NP_740721 | NP_851321 | O15439 | Q96FL8,True,,,False,5460,True,False,,1,4,GOOD,False,False,CAUTION_MANUAL_REVIEW,elevated PubChem assay promiscuity,True,CHEMBL339427,TUBOCURARINE,Small molecule,4.0,195.0,6,4,CHEMBL1743126 | CHEMBL1743128 | CHEMBL2366408 | CHEMBL612545,A | B,IC50 | Kd | Ki,5.455,5.73,9,8,MULTIPLE_PUBCHEM_BIOASSAY_TARGETS,3,STRONG_TARGET_SUPPORT,2.0,SLC47A1,0.0,NO_NETWORK_SUPPORT,0.0,,ABCC4 | SLC47A1,3.0
